0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
355580 783047 -438.297 
334801 792154 -499.163 
286364 810922 -674.299 
225145 830005 -958.873 
165301 843963 -1379.28 
111054 852797 -1962.21 
62278.2 857738 -2742.47 
16518.9 859833 -3763.08 
-29736.3 859471 -5068.41 
-79941.8 856250 -6686.81 
-136094 849120 -8594.69 
-196291 837231 -10644.2 
-248515 823217 -12381.1 
-272912 815432 -13787.7 
0 0 0 
0 0 0 
327915 795029 -407.341 
305548 803891 -443.011 
260198 819693 -564.885 
203247 835638 -774.892 
148553 847072 -1097.83 
99922 854174 -1557.44 
56922.4 858111 -2185.86 
17061.9 859825 -3026.5 
-23029.9 859682 -4131.92 
-66673.5 857394 -5553.94 
-115935 852118 -7315.4 
-169295 843120 -9335.05 
-215768 832417 -11198.3 
-241509 825296 -12671.8 
0 0 0 
0 0 0 
281934 812474 -420.238 
264754 818233 -424.886 
226220 829714 -489.788 
176627 841667 -623.08 
129294 850225 -850.263 
87864.9 855499 -1193.97 
51895.3 858431 -1685.54 
19115.9 859784 -2371.03 
-13445.9 859888 -3314.19 
-48686 858609 -4592.56 
-88399.8 855422 -6272.61 
-131201 849892 -8323.6 
-167591 843449 -10345.5 
-186567 839434 -11959.1 
0 0 0 
0 0 0 
237286 826617 -484.258 
224839 830089 -461.675 
193550 837937 -479.393 
152062 846450 -552.166 
112414 852621 -709.145 
78066.1 856449 -973.373 
48765.1 858615 -1376.59 
22650 859699 -1968.11 
-2715.39 859991 -2821.23 
-29673.1 859478 -4032.4 
-59637.5 857911 -5695.52 
-91469.5 855086 -7803.59 
-117922 851819 -9946.33 
-130944 849893 -11649.4 
0 0 0 
0 0 0 
189191 838932 -590.97 
180526 840839 -544.253 
156701 845603 -523.076 
124426 850951 -549.467 
93666.4 854884 -658.284 
67403.3 857354 -873.651 
45577.7 858791 -1227.71 
26840.8 859579 -1772.03 
9405.12 859945 -2586.17 
-8441.62 859950 -3778.09 
-27766.7 859534 -5456.41 
-47974 858627 -7622.52 
-64745.7 857503 -9848.59 
-73025.5 856816 -11603 
0 0 0 
0 0 0 
136691 849067 -723.252 
131370 849907 -653.966 
115376 852225 -599.22 
93345.5 854919 -588.828 
72605.9 856929 -664.234 
55430.7 858211 -850.564 
41931.3 858976 -1179.61 
31327.6 859428 -1703.4 
22544.4 859701 -2503.98 
14524.1 859869 -3694.2 
6485.37 859959 -5388.37 
-1718.6 859965 -7589.22 
-9034.63 859896 -9856.53 
-13270.1 859819 -11632.5 
0 0 0 
0 0 0 
80528.8 856221 -863.263 
78486 856411 -772.88 
70796.5 857081 -688.953 
59841.9 857915 -648.95 
49936.8 858549 -700.823 
42534.2 858947 -870.181 
37918.3 859163 -1187.44 
35913.4 859248 -1703.02 
36183.2 859235 -2497.7 
38316.7 859138 -3683.23 
41762.2 858969 -5372.74 
45534.4 858760 -7567.21 
47354.6 858639 -9825.84 
46756.3 858650 -11592 
0 0 0 
0 0 0 
22048.5 859717 -997.552 
23392.8 859681 -888.529 
24438 859652 -780.854 
25113.9 859633 -718.529 
26503.9 859591 -755.089 
29206.7 859503 -915.929 
33700.1 859339 -1229.11 
40435.5 859047 -1741.48 
49814.6 858552 -2528.88 
62043.6 857751 -3696.65 
76747.9 856552 -5350.97 
92077 855024 -7489.98 
102549 853809 -9686.46 
105300 853453 -11410 
0 0 0 
0 0 0 
-37126.1 859198 -1120.37 
-32197.1 859396 -996.815 
-22131.7 859715 -873.252 
-9612.99 859946 -797.991 
3153.57 859994 -828.561 
15935.1 859852 -989.516 
29432 859495 -1305.78 
44727.5 858834 -1818.88 
62939 857690 -2596.42 
84844 855796 -3732.54 
110204 852893 -5321.78 
136337 849092 -7359.1 
154844 845892 -9444.41 
160751 844770 -11095.2 
0 0 0 
0 0 0 
-95315.6 854701 -1235.96 
-86476.5 855640 -1104.12 
-67252.8 857366 -976.175 
-43052.5 858921 -901.096 
-19239.3 859784 -938.621 
3214.83 859993 -1112.08 
25266.8 859628 -1442.86 
48617.2 858622 -1965.74 
75052 856714 -2737.21 
105865 853451 -3835.87 
140937 848356 -5340.31 
176877 841583 -7241.97 
202797 835697 -9177.68 
211860 833427 -10731.8 
0 0 0 
0 0 0 
-151123 846617 -1358.76 
-137738 848897 -1228.24 
-109269 853029 -1112.53 
-73911.4 856817 -1056.16 
-39801.4 859078 -1119.67 
-8452.58 859958 -1325.42 
21392.8 859732 -1691.44 
52009.4 858423 -2244.89 
85772.4 855707 -3028.48 
124422 850942 -4100.91 
167978 843417 -5519.69 
212573 833283 -7269.71 
245439 824183 -9027.87 
258049 820306 -10465.1 
0 0 0 
0 0 0 
-204398 835356 -1509.26 
-185303 839798 -1394.78 
-147424 847269 -1314.52 
-101644 853971 -1301.68 
-58167.5 858029 -1417.54 
-18759.9 859794 -1685.03 
18156.5 859806 -2120.06 
55339 858213 -2741.93 
95626 854660 -3577.23 
141090 848335 -4659.45 
191878 838300 -6016.79 
243953 824639 -7618.05 
283473 811886 -9173.26 
300532 805712 -10465.2 
0 0 0 
0 0 0 
-257422 820568 -1699.08 
-231849 828157 -1619.2 
-184467 839982 -1601.58 
-128646 850322 -1659.16 
-75901.8 856642 -1856.08 
-28159.1 859536 -2219.29 
16341.4 859840 -2765.1 
60686.8 857849 -3505.76 
108018 853178 -4449.93 
160531 844866 -5600.18 
218282 831808 -6943.66 
277074 814100 -8414.49 
322742 797084 -9737.28 
344650 787845 -10844.3 
0 0 0 
0 0 0 
-287948 810359 -1911.61 
-263759 818552 -1861.35 
-211061 833696 -1911.03 
-148756 847034 -2042.3 
-89255.8 855353 -2324.37 
-34896.5 859287 -2791.22 
15931.2 859845 -3461.91 
66359.5 857425 -4344.09 
119582 851628 -5431.84 
177675 841419 -6700.41 
240325 825699 -8096.19 
302927 804826 -9507.89 
351186 784955 -10652 
371480 775542 -11674.7 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
